metal,database,name,product,location,unit,description,categories,activity type,production amount,parameters,authors,data quality
palladium,ecoinvent-3.10-cutoff,"platinum group metal, extraction and refinery operations",palladium,ZA,kilogram,"This dataset represents data from four major platinum producing companies in South Africa Northam Platinum, Anglo American Platinum, Lonmin Platinum and Impala Platinum. Of the four only Anglo-American Platinum, Lonmin Platinum and Impala Platinum operate refineries. Platinum Group Metals (PGMs) is recovered through underground and open pit mining. The processing of the ore consists of concentration, smelting and refining. PGM mining in South Africa is located in the Bushveld Complex, which includes three distinct mineral-bearing reefs: The Merensky Reef, The UG2 Reef and Platreef.
[This dataset is meant to replace the following datasets: - platinum group metal mine operation, ore with high rhodium content, ZA, 1995 - 2002 (2e5ef946-afd2-44a7-a41c-f7054fe43052)]
Geography:  THE BUSHVELD COMPLEX: The Bushveld Complex, formed some 2 billion years ago, is found in the northern part of South Africa, and is the world’s largest layered intrusion. This igneous body hosts more than half the work’s platinum group metals, and other associated minerals such as chromium, vanadium and refractory minerals. The intrusion is divided into four limbs – the northern, southern, eastern and western limbs. The Bushveld Complex is made up of the Rustenburg Layered Suite, the Lebowa Granites and the Rooiberg Felsics. It is underlain by rocks from the Transvaal Supergroup and overlain by Karoo sediments. The Rustenburg Layered Suite contains mainly mafic rocks and is divided into a number of different zones. The marginal zone is found around the edge of the intrusion, while from the base of the complex up is the Lower Zone, the Critical Zone, the Main Zone and lastly the Upper Zone. The chromitite seams in the Critical Zone are divided into the lower, the middle and the upper groups (UG), with the LG6, UG1 and UG2 being of greatest economic importance. The magnetite in the Upper Zone is rich in vanadium. The Merensky Reef is found between the Critical and the Main Zone, and is rich in Platinum Group Elements (PGEs) – i.e. platinum, palladium, rhodium, iridium, osmium and ruthenium.The complex has its geographic centre located north of Pretoria and it covers over 66.000 km2.
PLATINUM IN HISTORY: The first known occurrence of platinum in an application dates back to 700BC in Egypt, where the metal was used in the Casket of Thebes (a little box decorated with hieroglyphics in gold, silver and an alloy of PGMs). Much later, in the 1500s in South America, the Spanish Conquistadors found many occurrences of what they termed platina, while they were panning for gold. In Europe, scientists of the day had a difficult time of trying to categorise and find application for the metal, mainly because of its durability and other extraordinary properties. A breakthrough came in the 18th century when a Swedish researcher added arsenic to the metal, but it was only in 1782 that platinum was successfully melted by adding oxygen. After a further 25 years it became possible to produce platinum commercially using this method, and the metal was used mainly for decorative purposes. With the scientific and technological progress in the enlightenment era, there were breakthroughs in the refining of platinum, followed by the discovery of palladium and rhodium. The catalytic properties of platinum became apparent for the first time, and the first fuel cell was devised in 1842 using platinum electrodes. In England the collaborative work of Percival Norton Johnson and his apprentice George Matthey gave rise to the eponymous partnership Johnson and Matthey. Their work at the time culminated in perfecting the techniques of separation and refining of PGMs and casting the metal in homogeneous ingots. At that stage supplies were difficult to source, and came primarily from Colombia, the Urals in Russia and from later discoveries in Canada, which became the world’s largest supplier until the mid 20th century.
PLATINUM MINING IN SOUTH AFRICA: In South Africa the discovery of the first platinum nuggets dates back to 1924. The geologist Hans Merensky’s follow-up work resulted in the discovery of two deposits, each around 100 kilometres in length, which became known as the Bushveld Igneous Complex. This discovery started with test work in the area around Mashishing (formerly known as Lydenburg). Based on successive encouraging findings, Merensky approached a circle of friends to raise funds to investigate any payable platinum deposits. He used the farm Maandagshoek as a base and later secured 23 claims, and worked quickly to locate other platinum occurrences in the area. Merensky’s work resulted in the naming of the Merensky reef. In 1925 follow-up work resulted in the identification of the eastern limb of the Bushveld Complex. The mines on this geological structure have for many years produced more than 75% of the world’s output. Since World War 2 platinum mine production grew continuously in response to new applications being developed for the metals. A significant new use of platinum was in the petroleum industry, where platinum catalysts were introduced to increase the octane rating of petroleum and to manufacture important primary feedstocks for the growing plastics industry. This was followed in the 1960s by growing demand for platinum jewellery – given its purity, colour, prestige and value. In the latter half of the 20th century, the platinum sector in South Africa was dominated by Gencor, JCI and Lonrho. Corporate actions eventually saw the mines in these groups housed under Implats, Amplats and Lonmin respectively, the majors in the sector, and responsible for producing up to 80% of the world’s PGM supplies. The advent of black economic empowerment, and the use-it-or-lose-it approach to minerals rights (envisaged in the MPRDA) led to a shift in the sector, and the growth and rise of smaller platinum companies, including intense interest from foreign investors and operators alike. This legislation coincided with an upswing in PGM demand and prices from 2002 through to 2008, before a global economic depression heralded the end of the glory days in the platinum sector and shut many smaller operators down.
Image: https://db3.ecoinvent.org/images/3c8dd70a-b435-4dad-b8d7-43b94628e285
Image: https://db3.ecoinvent.org/images/f22e9c0a-bac0-455d-a71f-15cea1c8b0be
Technology:  The ores from the different ore bodies are processed in concentrators where a PGM concentrate is produced with a tailing by product. The PGM base metal concentrate product from the different concentrators processing the different ores are blended during the smelting phase to balance the sulphur content in the final matte product. Smelter operators also carry out toll smelting from third part concentrators. The smelter product is send to the Base metal refinery where the PGMs are separated from the Base Metals. Precious metal refinery is carried out on PGM concentrate from the Base metal refinery to split the PGMs into individual metal products. Water analyses measurements for Anglo Platinum obtained from literature (Slatter et.al, 2009). Mudd, G., 2010. Platinum group metals: a unique case study in the sustainability of mineral resources, in: The 4th International Platinum Conference, Platinum in Transition “Boom or Bust.” Water share between MC and EC from Mudd (2010). Mudd, G., 2010. Platinum group metals: a unique case study in the sustainability of mineral resources, in: The 4th International Platinum Conference, Platinum in Transition “Boom or Bust.”",,ordinary transforming activity,1.0,"[{'description': 'fraction, process water, to air', 'id': 'daadf2d4-7bbb-4f69-8ab5-58df4c1685eb', 'unit': 'dimensionless', 'comment': 'Literature value. In case when no industry/process specific data are available, default evaporation fraction value is used. This value is 15% and is based on literature (Statistics Canada, 2007 & Shaffer, K.H., 2008, Consumptive water use in the Great Lakes Basin, USGS & Shiklomanov, 2003, World Water Resources at the Beginning of the 21st Century) and has been approved by an expert.', 'amount': 0.15, 'uncertainty type': 0, 'loc': 0.15, 'name': 'fraction_PW_to_air'}, {'description': 'water used in primary activity', 'id': 'a65021f9-6be9-4628-b076-96c4efdb626e', 'unit': 'cubic meter', 'comment': 'total water consumption including all the water sources', 'amount': 253.8, 'uncertainty type': 0, 'loc': 253.8, 'name': 'totWaterPA'}]","{'data entry': {'name': 'Russo', 'email': 'v.russo@uct.ac.za'}, 'data generator': {'name': 'Russo', 'email': 'v.russo@uct.ac.za'}}",
aluminium,ecoinvent-3.10-cutoff,"market for electricity, high voltage, aluminium industry","electricity, high voltage, aluminium industry","IAI Area, Gulf Cooperation Council",kilowatt hour,"This is a market activity. Each market represents the consumption mix of a product in a given geography, connecting suppliers with consumers of the same product in the same geographical area. Markets group the producers and also the imports of the product (if relevant) within the same geographical area. They also account for transport to the consumer and for the losses during that process, when relevant.
This dataset describes the electricity available on the high voltage level for the Gulf Cooperation Council region primary aluminium-industry, i.e. used for primary aluminium production. Aluminium industry specific markets are needed in an LCI database because primary aluminium production is very energy intensive, and hence the location of production plants is often determined by access to large amounts of cheap electricity, which often results in an electricity mix that is different from the general grid mix of the countries where the production plants are located.
Geography:  Aluminium producing Gulf Cooperation Council countries (BH, OM, QA, AE)
Technology:  Average technology used to transmit and distribute electricity. Includes underground and overhead lines.",,market activity,1.0,[],"{'data entry': {'name': 'Pascal Lesage', 'email': 'pascal.lesage@polymtl.ca'}, 'data generator': {'name': 'Pascal Lesage', 'email': 'pascal.lesage@polymtl.ca'}}",
aluminium,ecoinvent-3.10-cutoff,aluminium oxide factory construction,aluminium oxide factory,RER,unit,"Medium sized plant. Output: 800'000 t/a, life time: 50 years
[This dataset was already contained in the ecoinvent database version 2. It was not individually updated during the transfer to ecoinvent version 3. Life Cycle Impact Assessment results may still have changed, as they are affected by changes in the supply chain, i.e. in other datasets. This dataset was generated following the ecoinvent quality guidelines for version 2. It may have been subject to central changes described in the ecoinvent version 3 change report (http://www.ecoinvent.org/database/ecoinvent-version-3/reports-of-changes/), and the results of the central updates were reviewed extensively. The changes added e.g. consistent water flows and other information throughout the database. The documentation of this dataset can be found in the ecoinvent reports of version 2, which are still available via the ecoinvent website. The change report linked above covers all central changes that were made during the conversion process.]
Geography:  Some Swiss datasets are used for European processes.
Technology:  Technology of one medium sized plant in Germany",,ordinary transforming activity,1.0,[],"{'data entry': {'name': 'Hans-Jörg Althaus', 'email': 'empa@ecoinvent.org'}, 'data generator': {'name': 'Hans-Jörg Althaus', 'email': 'empa@ecoinvent.org'}}",
uranium,ecoinvent-3.10-cutoff,uranium enrichment diffusion facility construction,uranium enrichment diffusion facility,RoW,unit,"The data on material and energy requirement for construction are taken from an old US reference using a ""model diffusion plants"" and are amplified by a factor of 1.2 to take into account the differences in the installed capacity of the currently operating diffusion plants (EURODIF and USEC Paducah). The land use corresponds to the USEC plant, which is presumably the most consistent with the material inventory. It is assumed that 75% of reinforced concrete is dumped as non-contaminated waste from decommissioning.
[This dataset was already contained in the ecoinvent database version 2. It was not individually updated during the transfer to ecoinvent version 3. Life Cycle Impact Assessment results may still have changed, as they are affected by changes in the supply chain, i.e. in other datasets. This dataset was generated following the ecoinvent quality guidelines for version 2. It may have been subject to central changes described in the ecoinvent version 3 change report (http://www.ecoinvent.org/database/ecoinvent-version-3/reports-of-changes/), and the results of the central updates were reviewed extensively. The changes added e.g. consistent water flows and other information throughout the database. The documentation of this dataset can be found in the ecoinvent reports of version 2, which are still available via the ecoinvent website. The change report linked above covers all central changes that were made during the conversion process.]
Geography:  US data.
Technology:  Available construction material and energy data, used as basis for this extrapolation, refer to a model plant in early 1980s.",,ordinary transforming activity,1.0,[],"{'data entry': {'name': '[System]', 'email': 'support@ecoinvent.org'}, 'data generator': {'name': '[System]', 'email': 'support@ecoinvent.org'}}",
aluminium,ecoinvent-3.10-cutoff,"market for impact extrusion of aluminium, cold, tempering","impact extrusion of aluminium, cold, tempering",GLO,kilogram,"This is a market activity. Each market represents the consumption mix of a product in a given geography, connecting suppliers with consumers of the same product in the same geographical area. Markets group the producers and also the imports of the product (if relevant) within the same geographical area. They also account for transport to the consumer and for the losses during that process, when relevant.
This is the market for  'impact extrusion of aluminium, cold, tempering', in the Global geography.
Transport from producers to consumers of this product in the geography covered by the market is included.
This is delivering the service of 'impact extrusion of aluminium, cold, tempering'. Impact extrusion is a manufacturing process that the product is made out of metal slug. It is a type of pressure forming that take advantage of the change in hardness of materials under high pressure.  To further strengthen and harden the extruded metal, tempering process is used via quenching (cooling), heat treatment, and/or cold working techniques. This process represents the tempering of 1 kg aluminium and it is considered as an integral part of the cold impact extrusion dataset. It only includes the energy consumption for the heat treatment of the aluminium after it has been deformed by impact extrusion.",,market activity,1.0,[],"{'data entry': {'name': '[System]', 'email': 'support@ecoinvent.org'}, 'data generator': {'name': '[System]', 'email': 'support@ecoinvent.org'}}",
uranium,ecoinvent-3.10-cutoff,"mine infrastructure construction, underground, uranium","mine infrastructure, underground, uranium",RoW,unit,"This infrastructure module is based on the definition given in the US DOE reference for a model mine representing US conditions: U3O8 grade 0.2%; capcity 2.4E5 kg uranium per year. It was not possible to differenciate materials used for fixed infrastructure and materials used during mining activities. The data available on energy use are attributed to operation, see module ""uranium natural, at underground mine"". All materials are assumed to be transported 700 km for consistency with the transport distance assumed for diesel during operation. This module may not reflect specific conditions in different regions of the world; nevertheless it should capture the orders of magnitude of the material requirements for uranium mining.
[This dataset was already contained in the ecoinvent database version 2. It was not individually updated during the transfer to ecoinvent version 3. Life Cycle Impact Assessment results may still have changed, as they are affected by changes in the supply chain, i.e. in other datasets. This dataset was generated following the ecoinvent quality guidelines for version 2. It may have been subject to central changes described in the ecoinvent version 3 change report (http://www.ecoinvent.org/database/ecoinvent-version-3/reports-of-changes/), and the results of the central updates were reviewed extensively. The changes added e.g. consistent water flows and other information throughout the database. The documentation of this dataset can be found in the ecoinvent reports of version 2, which are still available via the ecoinvent website. The change report linked above covers all central changes that were made during the conversion process.]
Geography:  North American data.
Technology:  Average conditions in early 1980s.",,ordinary transforming activity,1.0,[],"{'data entry': {'name': '[System]', 'email': 'support@ecoinvent.org'}, 'data generator': {'name': 'Roberto Dones', 'email': 'psi@ecoinvent.org'}}",
aluminium,ecoinvent-3.10-cutoff,market for aluminium chloride,aluminium chloride,GLO,kilogram,"This is a market activity. Each market represents the consumption mix of a product in a given geography, connecting suppliers with consumers of the same product in the same geographical area. Markets group the producers and also the imports of the product (if relevant) within the same geographical area. They also account for transport to the consumer and for the losses during that process, when relevant.
This dataset represents the supply of 1 kg of aluminium chloride from activities that produce it within the geography of this dataset.
The transport amounts are based on the default transport distances for markets, provided in the 'Default Transport Assumptions' file available on the ecoinvent website (https://www.ecoinvent.org/support/documents-and-files/documents-and-files.html). See exchange comments for additional details.",,market activity,1.0,[],"{'data entry': {'name': '[Current User]', 'email': 'no@email.com'}, 'data generator': {'name': '[System]', 'email': 'support@ecoinvent.org'}}",
gold,ecoinvent-3.10-cutoff,gold-silver mine operation with refinery,gold,PG,kilogram,"This dataset describes the joint production of 23570 kg of gold and 24000 kg of silver, at refinery. Data was taken from the environmental report of Placer Dome Inc. and Barrick for the Misima Mine and the Porgera Mine, respectively - both open pit mines -. Data for reference flows, by products and most exchanges was calculated by adding the corresponding inputs or outputs of each mine. For the Misima Mine data from 2000 is used, when the Misima Mine was still producing. For the Porgera Mine data from 2006 is used where available, the consumption of some material requirements is scaled with the weight of processed gold and data from the year 2002. 
[This dataset was already contained in the ecoinvent database version 2. It was not individually updated during the transfer to ecoinvent version 3. Life Cycle Impact Assessment results may still have changed, as they are affected by changes in the supply chain, i.e. in other datasets. This dataset was generated following the ecoinvent quality guidelines for version 2. It may have been subject to central changes described in the ecoinvent version 3 change report (http://www.ecoinvent.org/database/ecoinvent-version-3/reports-of-changes/), and the results of the central updates were reviewed extensively. The changes added e.g. consistent water flows and other information throughout the database. The documentation of this dataset can be found in the ecoinvent reports of version 2, which are still available via the ecoinvent website. The change report linked above covers all central changes that were made during the conversion process.]
Geography:  Material requirements are estimated with Australian data, Air emissions are estimated with Swedish data.
Technology:  OPEN PIT MINING:
The ore is mined in four steps: drilling, blasting, loading and hauling. In the case of a surface mine, a pattern of holes is drilled in the pit and filled with explosives. The explosives are detonated in order to break up the ground so large shovels or front-end loaders can load it into haul trucks.
ORE AND WASTE HAULAGE:
The haul trucks transport the ore to various areas for processing. The grade and type of ore determine the processing method used. Higher-grade ores are taken to a mill. Lower grade ores are taken to leach pads. Some ores may be stockpiled for later processing.
HEAP LEACHING:
The recovery processes of the Misima Mine are cyanide leach and carbon in pulp (CIP). The ore is crushed or placed directly on lined leach pads where a dilute cyanide solution is applied to the surface of the heap. The solution percolates down through the ore, where it leaches the gold and flows to a central collection location. The solution is recovered in this closed system. The pregnant leach solution is fed to electrowinning cells and undergoes the same steps as described below from Electro-winning.
ORE PROCESSING:
Milling: The ore is fed into a series of grinding mills where steel balls grind the ore to a fine slurry or powder.
Oxidization and leaching: The recovery process in the Porgera Mine is pressure oxidation and cyanide leach. The slurry is pressure-oxidized in an autoclave before going to the leaching tanks or a dry powder is fed through a roaster in which it is oxidized using heat before being sent to the leaching tanks as a slurry. The slurry is thickened and runs through a series of leaching tanks. The gold in the slurry adheres to carbon in the tanks. 
Stripping: The carbon is then moved into a stripping vessel where the gold is removed from the carbon by pumping a hot caustic solution through the carbon. The carbon is later recycled. 
Electro-winning: The gold-bearing solution is pumped through electro-winning cells or through a zinc precipitation circuit where the gold is recovered from the solution.
Smelting: The gold is then melted in a furnace at about 1’064°C and poured into moulds, creating doré bars. Doré bars are unrefined gold bullion bars containing between 60% and 95% gold.
WATER SUPPLY:
For Misima Mine, process water is supplied from pit dewatering bores and in-pit water. Potable water is sourced from boreholes in the coastal limestone.
For Porgera Mine, the main water supply of the mine is the Waile Creek Dam, located approximately 7 kilometres from the mine. The reservoir has a capacity of approximately 717, 000 m3 of water. Water for the grinding circuit is also extracted from Kogai Creek, which is located adjacent to the grinding circuit. The mine operates four water treatment plants for potable water and five sewage treatment plants.
ENERGY SUPPLY:
For Misima Mine, electricity is produced by the mine on site or with own power generators, from diesel and heavy fuel oil.
For Porgera Mine, electricity is produced by the mine on site. Assumed with Mobius / Wohlwill electrolysis. Porgera's principal source of power is supplied by a 73-kilometre transmission line from the gas fired and PJV-owned Hides Power Station. The station has a total output of 62 megawatts (“MW”). A back up diesel power station is located at the mine and has an output of 13MW. The average power requirement of the mine is about 60 MW. 
For both Misima and Porgera Mines, an 18 MW diesel fired power station supplies electrical power. Diesel was used in the station due to the unavailability of previously supplied heavy fuel oil.
Time period:  Period of two public environmental report",,ordinary transforming activity,1.0,"[{'description': 'fraction, process water, to air', 'id': 'daadf2d4-7bbb-4f69-8ab5-58df4c1685eb', 'unit': 'dimensionless', 'comment': 'Literature value. In case when no industry/process specific data are available, default evaporation fraction value is used. This value is 15% and is based on literature (Statistics Canada, 2007 & Shaffer, K.H., 2008, Consumptive water use in the Great Lakes Basin, USGS & Shiklomanov, 2003, World Water Resources at the Beginning of the 21st Century) and has been approved by an expert.', 'amount': 0.15, 'pedigree': {'reliability': 4, 'completeness': 4, 'temporal correlation': 3, 'geographical correlation': 2, 'further technological correlation': 4}, 'uncertainty type': 2, 'loc': -1.89711998488588, 'scale': 0.30335622624235026, 'scale without pedigree': 0.2, 'name': 'fraction_PW_to_air'}]","{'data entry': {'name': 'Matthias Tuchschmid (obsolete)', 'email': 'esu-services@ecoinvent.org'}, 'data generator': {'name': 'Matthias Tuchschmid (obsolete)', 'email': 'esu-services@ecoinvent.org'}}",
nickel,ecoinvent-3.10-cutoff,market for nickel sulfate,nickel sulfate,GLO,kilogram,"This is a market activity. Each market represents the consumption mix of a product in a given geography, connecting suppliers with consumers of the same product in the same geographical area. Markets group the producers and also the imports of the product (if relevant) within the same geographical area. They also account for transport to the consumer and for the losses during that process, when relevant.
This is the market for  'nickel sulfate', in the Global geography.
Transport from producers to consumers of this product in the geography covered by the market is included.
'nickel sulfate'  is an inorganic substance with a CAS no. : 007786-81-4. It is called 'nickel(2+) sulfate' under IUPAC naming and its molecular formula is: H2O4S.Ni. It is solid under normal conditions of temperature and pressure and has a crystalline form. The substance is modelled as a pure substance.  There is no publicly available information about the consumption of this substance on a consumer level. On industrial sites, the substance is used for the manufacture of products in the following sectors: metal surface treatment products. This substance is used for the synthesis of other substances (use as intermediate).",,market activity,1.0,[],"{'data entry': {'name': '[System]', 'email': 'support@ecoinvent.org'}, 'data generator': {'name': '[System]', 'email': 'support@ecoinvent.org'}}",
cadmium,ecoinvent-3.10-cutoff,"cadmium production, semiconductor-grade","cadmium, semiconductor-grade",US,kilogram,"This datasets describes the production of high-grade cadmium (99.9999%) from metalurgical cadmium. This purity of cadmium can be used in the production of various cadmium compounds. 
[This dataset was already contained in the ecoinvent database version 2. It was not individually updated during the transfer to ecoinvent version 3. Life Cycle Impact Assessment results may still have changed, as they are affected by changes in the supply chain, i.e. in other datasets. This dataset was generated following the ecoinvent quality guidelines for version 2. It may have been subject to central changes described in the ecoinvent version 3 change report (http://www.ecoinvent.org/database/ecoinvent-version-3/reports-of-changes/), and the results of the central updates were reviewed extensively. The changes added e.g. consistent water flows and other information throughout the database. The documentation of this dataset can be found in the ecoinvent reports of version 2, which are still available via the ecoinvent website. The change report linked above covers all central changes that were made during the conversion process.]
Geography:  Production in GLO.
Technology:  Production of high-purity cadmium by vacuum distillation",,ordinary transforming activity,1.0,[],"{'data entry': {'name': 'Matthias Tuchschmid (obsolete)', 'email': 'esu-services@ecoinvent.org'}, 'data generator': {'name': 'Matthias Tuchschmid (obsolete)', 'email': 'esu-services@ecoinvent.org'}}",
gold,ecoinvent-3.10-cutoff,"market for sulfidic tailings, from gold mine operation","sulfidic tailings, from gold mine operation",MX,kilogram,"This is a market activity, representing a treatment mix. In the case of products needing treatment, market mixes are supplied by the activities treating the product in the geography defined by the market, and they supply the activities needing to treat the product, as they have generated it as a by-product in the Undefined processes (present as a negative input in system models). Transport to the treating facility or losses are also accounted in this type of markets, when relevant.
This is the market for  'sulfidic tailings, from gold mine operation', in the geography of Mexico.
This dataset represents the conveyance of 1 kg of sulfidic tailings generated in a gold mine, from the location in the mine where they are produced to the tailings impoundment.",,market activity,-1.0,[],"{'data entry': {'name': 'David FitzGerald', 'email': 'fitzgerald@ecoinvent.org'}, 'data generator': {'name': 'David FitzGerald', 'email': 'fitzgerald@ecoinvent.org'}}",
gold,ecoinvent-3.10-cutoff,"treatment of sulfidic tailings, from gold mine operation, tailings impoundment","sulfidic tailings, from gold mine operation",CN,kilogram,"This dataset represents the activity of waste disposal of sulfidic tailings, from gold mine operation in a tailings impoundment in China. 
Background: Tailings, a waste material produced during mineral concentration (beneficiation), often contain significant quantities of mobile toxic metals and are typically produced in large quantities. To manage these wastes, tailings are commonly stored behind dammed impoundments, known as tailings ponds. These ponds pose a significant long-term pollution risk as metals may leach out into the surrounding environment, potentially over very long timeframes.
Modelling approach: This dataset was produced using a model developed specifically for assessing the long-term emissions of tailings disposal (see Doka, 2017). The tailings disposal model is based on the modelling framework applied in existing landfill process models used in ecoinvent and is based on a top-down approach. Literature data on measurements of deposited tailings compositions (solids) and measured current concentrations in leachate (liquid) form the basis of the model and are used to characterise pollutant mobility and calculate the currently occurring rate of emissions of the landfill. Heeding chief parameters, such as hydrology, pH development and elemental chemistry, these emissions are then projected into the future. Tailings composition is based on the typical composition of tailings at gold mine sites worldwide; i.e. composition is not region-specific. Land use was calculated following the approach described by Doka (2008). Based on an assumed generic final height of a tailings impoundment of 60 m and an assumed tailings density of 2200 kg/m3, a land area of 7.58E-06 m2 is required per kilogram of sulfidic tailings. The land is assumed to be converted from unknown origin to a disposal site. After an operational phase of 30 years, spontaneous restoration of a consolidated state is assumed to be reached after one hundred years. The total occupation time is therefore 130 years and the land occupation per kilogram tailings is 9.85E-04 m2.
Waste composition (wet, in ppm): H2O 300000; O 621300; H na; C 6145; S 305.88; N 5.0454; P 192.55; B 54.583; Cl 102.61; Br 0.22894; F 772.88; I na; Ag 9.7097; As 61.447; Ba 356.57; Cd 3.9592; Co 10.634; Cr 46.594; Cu 489.41; Hg 0.40262; Mn 142.11; Mo 10.949; Ni 17.077; Pb 155.09; Sb 34.059; Se 4.2887; Sn 26.979; V 142.69; Zn 190.19; Be 1.9806; Sc 13.343; Sr 100.02; Ti 122.75; Tl 2.6154; W 9.3995; Si 39700; Fe 10240; Ca 2631.2; Al 11955; K 2187; Mg 1408.9; Na 1044.1.   //  Share of carbon in waste that is biogenic 0%.
Activity extent: The dataset includes all potential emissions to the environment and land use changes. Input exchanges of infrastructure, materials, energy, and water are not included here but are accounted for in the activity, gold mine operation.
References
Doka, G. (2008). Life Cycle Inventory data of mining waste: Emissions from sulfidic tailings disposal. Zürich, Switzerland: Doka Life Cycle Assessments.
Doka, G. (2017). A model for waste-specific and climate-specific life cycle inventories of tailings impoundments. Zürich, Switzerland: Doka Life Cycle Assessments.
Geography:  Given name of site is 'Gold deposits; China'. Impoundment site with mean annual temperature (MAT) of 15.1895748912545 degC, mean annual precipitation (MAP) of 1240.85136934117 mm/year, mean annual actual evaporation (EAT) of 715.285562600307 mm/year, and net infiltration of 883.208588041016 mm/year (using half of natural surface evapotranspiration). 
Technology:  This is an inventory for an impoundment of copper ore beneficiation tailings waste. The following assumptions were made concerning technology: final impoundment height is 60 meters; operation phase duration is 30 years; and impoundment leachates are released into the environment untreated.
Time period:  'Data on average composition of tailings and tailings-derived leachates from literature sources published between 1994 and 2017 (mean publication date: 2009±6). Mean annual temperature and precipitation data for 1970-2000 (source: Fick and Hijmans, 2017); mean annual evapotranspiration for 1950-2000 (source: Fekete et al., 2002). Production volume based on world mine production data from the USGS Minerals Yearbook 2015. Transfer coefficients from prospective, tailings-specific model. 
References: 
Fekete, B. M., Vorosmarty, C. J. & Grabs, W. (2002). High-resolution fields of global runoff combining observed river discharge and simulated water balances. Global Biogeochemical Cycles, 16, 15-1 - 15-10.
Fick, S. E. & Hijmans, R. J. (2017). Worldclim 2: New 1-km spatial resolution climate surfaces for global land areas. International Journal of Climatology, 37, 4302-4315.'",,ordinary transforming activity,-1.0,[],"{'data entry': {'name': 'David Turner', 'email': 'david.turner@empa.ch'}, 'data generator': {'name': 'David Turner', 'email': 'david.turner@empa.ch'}}",
