Facility GHGRP ID No. / Installation No d'identification du PDGES,Reference Year / Année de référence,Facility Name / Nom de l'installation,Facility Location / Emplacement de l'installation,Facility City or District or Municipality / Ville ou District ou Municipalité de l'installation,Facility Province or Territory / Province ou territoire de l'installation,Facility Postal Code / Code postal de l'installation,Latitude,Longitude,Facility NPRI ID / Numéro d'identification de l'INRP,Facility NAICS Code / Code SCIAN de l'installation,English Facility NAICS Code Description / Description du code SCIAN de l'installation en anglais,French Facility NAICS Code Description / Description du code SCIAN de l'installation en français,Reporting Company Legal Name / Dénomination sociale de la société déclarante,Reporting Company Trade Name / Nom commercial de la société déclarante,Reporting Company CRA Business Number / Numéro d'entreprise ARC de la société déclarante,Reporting Company DUNS Number / Numéro DUNS de la société déclarante,Public Contact Name / Nom du responsable des renseignements au public,Public Contact Position / Poste ou Titre du responsable des renseignements au public,Public Contact Telephone / Numéro de téléphone du responsable des renseignements au public,Public Contact Extension / Poste téléphonique du responsable des renseignements au public,Public Contact Email / Adresse électronique du responsable des renseignements au public,Public Contact Mailing Address / Adresse postale du responsable des renseignements au public,Public Contact City or District or Municipality / Ville ou District ou Municipalité du responsable des renseignements au public,Public Contact Province or Territory / Province ou Territoire du responsable des renseignements au public,Public Contact Postal Code / Code postal du responsable des renseignement au public,Emission Source / Source d'emission,CO2 (tonnes),CH4 (tonnes),CH4 (tonnes CO2e / tonnes éq. CO2),N2O (tonnes),N2O (tonnes CO2e / tonnes éq. CO2),HFC-23 (tonnes),HFC-23 (tonnes CO2e / tonnes éq. CO2),HFC-32 (tonnes),HFC-32 (tonnes CO2e / tonnes éq. CO2),HFC-41 (tonnes),HFC-41 (tonnes CO2e / tonnes éq. CO2),HFC-43-10mee (tonnes),HFC-43-10mee (tonnes CO2e / tonnes éq. CO2),HFC-125 (tonnes),HFC-125 (tonnes CO2e / tonnes éq. CO2),HFC-134 (tonnes),HFC-134 (tonnes CO2e / tonnes éq. CO2),HFC-134a (tonnes),HFC-134a (tonnes CO2e / tonnes éq. CO2),HFC-143 (tonnes),HFC-143 (tonnes CO2e / tonnes éq. CO2),HFC-143a (tonnes),HFC-143a (tonnes CO2e / tonnes éq. CO2),HFC-152a (tonnes),HFC-152a (tonnes CO2e / tonnes éq. CO2),HFC-227ea (tonnes),HFC-227ea (tonnes CO2e / tonnes éq. CO2),HFC-236fa (tonnes),HFC-236fa (tonnes CO2e / tonnes éq. CO2),HFC-245ca (tonnes),HFC-245ca (tonnes CO2e / tonnes éq. CO2),HFC Total (tonnes CO2e / tonnes éq. CO2),CF4 (tonnes),CF4 (tonnes CO2e / tonnes éq. CO2),C2F6 (tonnes),C2F6 (tonnes CO2e / tonnes éq. CO2),C3F8 (tonnes),C3F8 (tonnes CO2e / tonnes éq. CO2),C4F10 (tonnes),C4F10 (tonnes CO2e / tonnes éq. CO2),C4F8 (tonnes),C4F8 (tonnes CO2e / tonnes éq. CO2),C5F12 (tonnes),C5F12 (tonnes CO2e / tonnes éq. CO2),C6F14 (tonnes),C6F14 (tonnes CO2e / tonnes éq. CO2),PFC Total (tonnes CO2e / tonnes éq. CO2),SF6 (tonnes),SF6 (tonnes CO2e / tonnes éq. CO2),Total Emissions from Source (tonnes CO2e) / Émissions totales de la Source (tonnes éq. CO2),Total Facility Emissions (tonnes CO2e) / Émissions totales de l'installation (tonnes éq. CO2),GHGRP Quantification Requirements / Exigences de quantification du PDGES,Emission Factors / Coefficients d'émission,Engineering Estimates / Estimations techniques,Mass Balance / Bilan massique,Monitoring or Direct Measurement / Surveillance ou mesure directe
G12499,2022,Town B-089-J/094-B-16 Gas Plant,,Peace River,British Columbia,,56.98542,-122.23437,0,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),PETRONAS Energy Canada Ltd.,PETRONAS Energy Canada Ltd.,898990171,111111111,,,,,,,,,,Leakage / Fuites,0.24,43.9204,1229.7712,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,1230.0112,63070.8704,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G12499,2022,Town B-089-J/094-B-16 Gas Plant,,Peace River,British Columbia,,56.98542,-122.23437,0,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),PETRONAS Energy Canada Ltd.,PETRONAS Energy Canada Ltd.,898990171,111111111,,,,,,,,,,Stationary Fuel Combustion / Combustion stationnaire de combustibles,53097.1279,51.3765,1438.542,1.3524,358.386,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,54894.0559,63070.8704,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet
G12499,2022,Town B-089-J/094-B-16 Gas Plant,,Peace River,British Columbia,,56.98542,-122.23437,0,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),PETRONAS Energy Canada Ltd.,PETRONAS Energy Canada Ltd.,898990171,111111111,,,,,,,,,,Venting / Évacuation,0.0946,17.5399,491.1172,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,491.2118,63070.8704,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet
G12500,2022,Violet Grove Comp Stn 16-29,,,Alberta,,53.1759,-115.2711,0,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Sinopec Canada,,857470439,0,,,,,,,,,,Flaring / Torchage,213.0454,1.01339,28.37492,0.00037,0.09805,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,241.51837,25803.1921,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G12500,2022,Violet Grove Comp Stn 16-29,,,Alberta,,53.1759,-115.2711,0,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Sinopec Canada,,857470439,0,,,,,,,,,,Stationary Fuel Combustion / Combustion stationnaire de combustibles,21756.841,77.88643,2180.82004,4.80762,1274.0193,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,25211.68034,25803.1921,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G12500,2022,Violet Grove Comp Stn 16-29,,,Alberta,,53.1759,-115.2711,0,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Sinopec Canada,,857470439,0,,,,,,,,,,Venting / Évacuation,0.19611,12.49276,349.79728,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,349.99339,25803.1921,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G12501,2022,AG20 ABGS0084509 DRY ISLAND GGS,,ELNORA,Alberta,,51.98733,-113.14012,0,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Ember Resources Inc.,,833468945,0,Jay Befus,Emissions Compliance and Rotating Equipment Specialist,4035105226,,jbefus@emberresources.com,400 3 Avenue Southwest,Calgary,Alberta,T2P 4H2,Leakage / Fuites,855.9,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,855.9,17105.2,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G12501,2022,AG20 ABGS0084509 DRY ISLAND GGS,,ELNORA,Alberta,,51.98733,-113.14012,0,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Ember Resources Inc.,,833468945,0,Jay Befus,Emissions Compliance and Rotating Equipment Specialist,4035105226,,jbefus@emberresources.com,400 3 Avenue Southwest,Calgary,Alberta,T2P 4H2,Stationary Fuel Combustion / Combustion stationnaire de combustibles,12170.1,42.2,1181.6,0.4,106,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,13457.7,17105.2,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G12501,2022,AG20 ABGS0084509 DRY ISLAND GGS,,ELNORA,Alberta,,51.98733,-113.14012,0,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Ember Resources Inc.,,833468945,0,Jay Befus,Emissions Compliance and Rotating Equipment Specialist,4035105226,,jbefus@emberresources.com,400 3 Avenue Southwest,Calgary,Alberta,T2P 4H2,Venting / Évacuation,0,99.7,2791.6,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,2791.6,17105.2,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G12503,2022,AG20 ABGS0004537 CLIVE GATHERING SYSTEM,,Clive,Alberta,,52.37396,-113.17468,0,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Ember Resources Inc.,,833468945,0,Jay Befus,Emissions Compliance and Rotating Equipment Specialist,4035105226,,jbefus@emberresources.com,400 3 Avenue Southwest,Calgary,Alberta,T2P 4H2,Leakage / Fuites,343.1,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,343.1,10491,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G12503,2022,AG20 ABGS0004537 CLIVE GATHERING SYSTEM,,Clive,Alberta,,52.37396,-113.17468,0,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Ember Resources Inc.,,833468945,0,Jay Befus,Emissions Compliance and Rotating Equipment Specialist,4035105226,,jbefus@emberresources.com,400 3 Avenue Southwest,Calgary,Alberta,T2P 4H2,Stationary Fuel Combustion / Combustion stationnaire de combustibles,8268,28.3,792.4,0.3,79.5,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,9139.9,10491,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G12503,2022,AG20 ABGS0004537 CLIVE GATHERING SYSTEM,,Clive,Alberta,,52.37396,-113.17468,0,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Ember Resources Inc.,,833468945,0,Jay Befus,Emissions Compliance and Rotating Equipment Specialist,4035105226,,jbefus@emberresources.com,400 3 Avenue Southwest,Calgary,Alberta,T2P 4H2,Venting / Évacuation,0,36,1008,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,1008,10491,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G12504,2022,AG20 ABGP0001185 TWINNING 12-10 PLANT & BATTERY,,Torrington,Alberta,,51.64336,-113.33257,0,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Ember Resources Inc.,,833468945,0,Jay Befus,Emissions Compliance and Rotating Equipment Specialist,4035105226,,jbefus@emberresources.com,400 3 Avenue Southwest,Calgary,Alberta,T2P 4H2,Leakage / Fuites,872.7,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,872.7,10448.7,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G12504,2022,AG20 ABGP0001185 TWINNING 12-10 PLANT & BATTERY,,Torrington,Alberta,,51.64336,-113.33257,0,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Ember Resources Inc.,,833468945,0,Jay Befus,Emissions Compliance and Rotating Equipment Specialist,4035105226,,jbefus@emberresources.com,400 3 Avenue Southwest,Calgary,Alberta,T2P 4H2,Stationary Fuel Combustion / Combustion stationnaire de combustibles,8575.3,28.7,803.6,0.3,79.5,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,9458.4,10448.7,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G12504,2022,AG20 ABGP0001185 TWINNING 12-10 PLANT & BATTERY,,Torrington,Alberta,,51.64336,-113.33257,0,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Ember Resources Inc.,,833468945,0,Jay Befus,Emissions Compliance and Rotating Equipment Specialist,4035105226,,jbefus@emberresources.com,400 3 Avenue Southwest,Calgary,Alberta,T2P 4H2,Venting / Évacuation,0,4.2,117.6,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,117.6,10448.7,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G12505,2022,Mitsue Plant,4505 Township Road 724C Mitsue Industrial Park Road,MD of Lesser Slave River N0. 124,Alberta,T0G 2A0,55.26322,-144.58835,29828,325999,All Other Miscellaneous Chemical Product Manufacturing,Fabrication de tous les autres produits chimiques divers,Tiger Calcium Services Inc,,894407881,0,Jon Stevens,VP of Manufacturing,7809031857,,jstevens@tigercalcium.com,603 15 ave,Nisku,Alberta,T9E 7M6,Stationary Fuel Combustion / Combustion stationnaire de combustibles,15118.38829,0.309969,8.679132,0.268065,71.037225,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,15198.10465,15677.07631,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Applicable,Applicable
G12505,2022,Mitsue Plant,4505 Township Road 724C Mitsue Industrial Park Road,MD of Lesser Slave River N0. 124,Alberta,T0G 2A0,55.26322,-144.58835,29828,325999,All Other Miscellaneous Chemical Product Manufacturing,Fabrication de tous les autres produits chimiques divers,Tiger Calcium Services Inc,,894407881,0,Jon Stevens,VP of Manufacturing,7809031857,,jstevens@tigercalcium.com,603 15 ave,Nisku,Alberta,T9E 7M6,On-site Transportation / Transport sur le site,464.02398,0.189393,5.303004,0.036395,9.644675,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,478.971659,15677.07631,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Applicable
G12506,2022,Edmonton South Power Plant,,Edmonton,Alberta,,53.5461,-113.4938,32593,221112,Fossil-Fuel Electric Power Generation,Production d'électricité à partir de combustibles fossiles,Enbridge Pipelines Inc.,,102505641,0,,,,,,,,,,Stationary Fuel Combustion / Combustion stationnaire de combustibles,55206.37006,611.02079,17108.58212,12.34948,3272.6122,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,75587.56438,75587.56438,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G12509,2022,Weir Hill 05-34-005-06W2 MWB,,,Saskatchewan,,49.42638,-102.74365,0,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Whitecap Resources Inc.,,833600422,999999999,,,,,,,,,,Flaring / Torchage,13719.25466,26.74199,748.77572,0.02306,6.1109,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,14474.14128,15233.29773,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G12509,2022,Weir Hill 05-34-005-06W2 MWB,,,Saskatchewan,,49.42638,-102.74365,0,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Whitecap Resources Inc.,,833600422,999999999,,,,,,,,,,Leakage / Fuites,2.61592,13.33916,373.49648,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,376.1124,15233.29773,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Applicable
G12509,2022,Weir Hill 05-34-005-06W2 MWB,,,Saskatchewan,,49.42638,-102.74365,0,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Whitecap Resources Inc.,,833600422,999999999,,,,,,,,,,Stationary Fuel Combustion / Combustion stationnaire de combustibles,342.3419,0.00624,0.17472,0.00586,1.5529,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,344.06952,15233.29773,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G12509,2022,Weir Hill 05-34-005-06W2 MWB,,,Saskatchewan,,49.42638,-102.74365,0,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Whitecap Resources Inc.,,833600422,999999999,,,,,,,,,,Venting / Évacuation,0.25277,1.38292,38.72176,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,38.97453,15233.29773,Not applicable / Sans Objet,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet
G12510,2022,Weir Hill 16-33-005-06W2 MWB,,,Saskatchewan,,49.43358,-102.74937,0,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Whitecap Resources Inc.,,833600422,999999999,,,,,,,,,,Flaring / Torchage,12146.5847,33.71048,943.89344,0.02092,5.5438,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,13096.02194,13538.39834,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G12510,2022,Weir Hill 16-33-005-06W2 MWB,,,Saskatchewan,,49.43358,-102.74937,0,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Whitecap Resources Inc.,,833600422,999999999,,,,,,,,,,Leakage / Fuites,2.48774,12.68651,355.22228,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,357.71002,13538.39834,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Applicable
G12510,2022,Weir Hill 16-33-005-06W2 MWB,,,Saskatchewan,,49.43358,-102.74937,0,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Whitecap Resources Inc.,,833600422,999999999,,,,,,,,,,Stationary Fuel Combustion / Combustion stationnaire de combustibles,80.01482,0.00138,0.03864,0.00158,0.4187,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,80.47216,13538.39834,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G12510,2022,Weir Hill 16-33-005-06W2 MWB,,,Saskatchewan,,49.43358,-102.74937,0,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Whitecap Resources Inc.,,833600422,999999999,,,,,,,,,,Venting / Évacuation,0.02922,0.14875,4.165,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,4.19422,13538.39834,Not applicable / Sans Objet,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet
G12512,2022,Whitecap Garrington 08-15-034-04W5M,,Garrington,Alberta,,51.91697,-114.47722,24148,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Whitecap Resources Inc.,,833600422,999999999,,,,,,,,,,Flaring / Torchage,284.62025,1.28207,35.89796,0.00052,0.1378,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,320.65601,12126.26881,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G12512,2022,Whitecap Garrington 08-15-034-04W5M,,Garrington,Alberta,,51.91697,-114.47722,24148,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Whitecap Resources Inc.,,833600422,999999999,,,,,,,,,,Leakage / Fuites,0.02048,1.26935,35.5418,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,35.56228,12126.26881,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Applicable
G12512,2022,Whitecap Garrington 08-15-034-04W5M,,Garrington,Alberta,,51.91697,-114.47722,24148,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Whitecap Resources Inc.,,833600422,999999999,,,,,,,,,,Stationary Fuel Combustion / Combustion stationnaire de combustibles,8205.8054,0.1534,4.2952,0.14943,39.59895,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,8249.69955,12126.26881,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G12512,2022,Whitecap Garrington 08-15-034-04W5M,,Garrington,Alberta,,51.91697,-114.47722,24148,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Whitecap Resources Inc.,,833600422,999999999,,,,,,,,,,Venting / Évacuation,2.26185,125.64604,3518.08912,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,3520.35097,12126.26881,Not applicable / Sans Objet,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet
G12513,2022,Verendrye 04-22-028-24W3 MWB,,,Saskatchewan,,51.40381,-109.30582,0,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Whitecap Resources Inc.,,833600422,999999999,,,,,,,,,,Flaring / Torchage,15324.62776,100.03431,2800.96068,0.02942,7.7963,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,18133.38474,18325.27,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G12513,2022,Verendrye 04-22-028-24W3 MWB,,,Saskatchewan,,51.40381,-109.30582,0,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Whitecap Resources Inc.,,833600422,999999999,,,,,,,,,,Leakage / Fuites,1.27197,6.49654,181.90312,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,183.17509,18325.27,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Applicable
G12513,2022,Verendrye 04-22-028-24W3 MWB,,,Saskatchewan,,51.40381,-109.30582,0,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Whitecap Resources Inc.,,833600422,999999999,,,,,,,,,,Stationary Fuel Combustion / Combustion stationnaire de combustibles,8.5446,0.00014,0.00392,0.00061,0.16165,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,8.71017,18325.27,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G12514,2022,Via Verde Hydroponics,1102 Mersea Rd. 5 Road,Leamington,Ontario,N8H 3V6,42.08316,-82.56803,0,111419,Other Food Crops Grown Under Cover,Autres cultures vivrières en serre,Via Verde Hydroponics Ltd.,,830751525,0,,,,,,,,,,Stationary Fuel Combustion / Combustion stationnaire de combustibles,18867.7,2.34,65.52,0.4,106,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,19039.22,19039.22,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G12515,2022,Lockhart 06-19 Compressor Site,,Rimbey,Alberta,,52.5432,-114.28079,17169,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Keyera Corp,Keyera Corp,878885227,0,Surbhi Bhargava,"Supervisor , Air Emissions",5874968227,,Surbhi_Bhargava@keyera.com,144 4th Avenue Southwest,Calgary,Alberta,T2P 3N4,Leakage / Fuites,0.04007,3.34805,93.7454,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,93.78547,11653.88288,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Applicable
G12515,2022,Lockhart 06-19 Compressor Site,,Rimbey,Alberta,,52.5432,-114.28079,17169,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Keyera Corp,Keyera Corp,878885227,0,Surbhi Bhargava,"Supervisor , Air Emissions",5874968227,,Surbhi_Bhargava@keyera.com,144 4th Avenue Southwest,Calgary,Alberta,T2P 3N4,Stationary Fuel Combustion / Combustion stationnaire de combustibles,8853.3793,84.20888,2357.84864,0.8669,229.7285,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,11440.95644,11653.88288,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G12515,2022,Lockhart 06-19 Compressor Site,,Rimbey,Alberta,,52.5432,-114.28079,17169,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Keyera Corp,Keyera Corp,878885227,0,Surbhi Bhargava,"Supervisor , Air Emissions",5874968227,,Surbhi_Bhargava@keyera.com,144 4th Avenue Southwest,Calgary,Alberta,T2P 3N4,Venting / Évacuation,0.07377,4.2524,119.0672,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,119.14097,11653.88288,Not applicable / Sans Objet,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet
G12516,2022,LET de Saint-Rosaire,318 chemin de la Grande Ligne,Saint-Rosaire,Quebec,G0Z 1K0,46.20513,-71.98424,32527,562210,Waste Treatment and Disposal,Traitement et élimination des déchets,Société de développement durable d'Arthabaska,Gesterra,116368060,0,,,,,,,,,,Stationary Fuel Combustion / Combustion stationnaire de combustibles,82.1,0.0013,0.0364,0.0059,1.5635,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,83.6999,91105.7249,Not applicable / Sans Objet,Applicable,Applicable,Applicable,Not applicable / Sans Objet
G12516,2022,LET de Saint-Rosaire,318 chemin de la Grande Ligne,Saint-Rosaire,Quebec,G0Z 1K0,46.20513,-71.98424,32527,562210,Waste Treatment and Disposal,Traitement et élimination des déchets,Société de développement durable d'Arthabaska,Gesterra,116368060,0,,,,,,,,,,On-site Transportation / Transport sur le site,1267.4,0.125,3.5,0.505,133.825,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,1404.725,91105.7249,Not applicable / Sans Objet,Applicable,Applicable,Applicable,Not applicable / Sans Objet
